,chembl_id,Predicted_Value
1120,CHEMBL535396,[np.float32(6.8515353)]
1121,CHEMBL1245,[np.float32(6.7644973)]
1122,CHEMBL1200722,[np.float32(6.740682)]
1123,CHEMBL1474963,[np.float32(6.4710107)]
1124,CHEMBL1200522,[np.float32(6.3193917)]
1125,CHEMBL2107386,[np.float32(6.2165003)]
1126,CHEMBL1200891,[np.float32(6.1209993)]
1127,CHEMBL1201273,[np.float32(5.922521)]
1128,CHEMBL192,[np.float32(5.804262)]
1129,CHEMBL1275,[np.float32(5.7237835)]
1130,CHEMBL1201210,[np.float32(5.6883354)]
1131,CHEMBL187709,[np.float32(5.667954)]
1132,CHEMBL1197,[np.float32(5.5500574)]
1133,CHEMBL1201131,[np.float32(5.5405836)]
1134,CHEMBL3989521,[np.float32(5.502693)]
1135,CHEMBL861,[np.float32(5.3888206)]
1136,CHEMBL13280,[np.float32(5.3862166)]
1137,CHEMBL5303393,[np.float32(5.3065042)]
1138,CHEMBL56337,[np.float32(5.1944923)]
1139,CHEMBL76370,[np.float32(5.153402)]
1140,CHEMBL2106155,[np.float32(5.1041694)]
1141,CHEMBL813,[np.float32(4.8779535)]
1142,CHEMBL1201786,[np.float32(4.7901154)]
1143,CHEMBL544,[np.float32(4.6368837)]
1144,CHEMBL1742471,[np.float32(4.552779)]
1145,CHEMBL1717,[np.float32(4.5155916)]
1146,CHEMBL819,[np.float32(4.469716)]
1147,CHEMBL1200724,[np.float32(4.4460025)]
1148,CHEMBL1201051,[np.float32(4.3883843)]
1149,CHEMBL1200541,[np.float32(4.2595835)]
1150,CHEMBL1909285,[np.float32(4.248498)]
1151,CHEMBL1200773,[np.float32(4.134846)]
1152,CHEMBL3187246,[np.float32(3.0948927)]
1153,CHEMBL462547,[np.float32(2.7268722)]
1154,CHEMBL2311071,[np.float32(1.3706684)]
1155,CHEMBL1255,[np.float32(-1.0309615)]
1156,CHEMBL1235452,[np.float32(-9.7241125)]
1157,CHEMBL2360464,[np.float32(nan)]
1158,CHEMBL1200580,[np.float32(nan)]
1159,CHEMBL3989909,[np.float32(8.03289)]
1160,CHEMBL3545367,[np.float32(7.69876)]
1161,CHEMBL1404,[np.float32(7.3601074)]
1162,CHEMBL4298128,[np.float32(7.295167)]
1163,CHEMBL1601669,[np.float32(7.043452)]
1164,CHEMBL1237044,[np.float32(6.729174)]
1165,CHEMBL3181947,[np.float32(nan)]
1166,CHEMBL49,[np.float32(7.3427725)]
1167,CHEMBL28218,[np.float32(6.9793234)]
1168,CHEMBL1201776,[np.float32(6.8415523)]
1169,CHEMBL1571,[np.float32(6.837399)]
1170,CHEMBL1439973,[np.float32(6.6252236)]
1171,CHEMBL493287,[np.float32(6.024731)]
1172,CHEMBL1378,[np.float32(5.7855186)]
1173,CHEMBL636,[np.float32(5.781618)]
1174,CHEMBL1200351,[np.float32(nan)]
1175,CHEMBL2105941,[np.float32(nan)]
1176,CHEMBL1201042,[np.float32(nan)]
1177,CHEMBL3989519,[np.float32(6.8127556)]
1178,CHEMBL4297503,[np.float32(6.432544)]
1179,CHEMBL2110805,[np.float32(6.273838)]
1180,CHEMBL4297590,[np.float32(6.076617)]
1181,CHEMBL2103855,[np.float32(6.0648594)]
1182,CHEMBL1116,[np.float32(5.7685585)]
1183,CHEMBL3402762,[np.float32(5.7381034)]
1184,CHEMBL3185958,[np.float32(5.484419)]
1185,CHEMBL1200927,[np.float32(5.435754)]
1186,CHEMBL439849,[np.float32(5.291636)]
1187,CHEMBL1200379,[np.float32(5.2414184)]
1188,CHEMBL1408594,[np.float32(5.1838465)]
1189,CHEMBL1489,[np.float32(5.1677794)]
1190,CHEMBL72,[np.float32(5.1455264)]
1191,CHEMBL461101,[np.float32(5.012859)]
1192,CHEMBL1200868,[np.float32(4.9861975)]
1193,CHEMBL1200750,[np.float32(4.9060435)]
1194,CHEMBL1521,[np.float32(4.841141)]
1195,CHEMBL174,[np.float32(4.6830144)]
1196,CHEMBL4297185,[np.float32(4.610776)]
1197,CHEMBL408513,[np.float32(4.4380994)]
1198,CHEMBL1200330,[np.float32(4.413136)]
1199,CHEMBL1201059,[np.float32(4.0868936)]
1200,CHEMBL1201288,[np.float32(3.8537629)]
1201,CHEMBL290916,[np.float32(3.6618483)]
1202,CHEMBL1425,[np.float32(2.9616525)]
1203,CHEMBL821,[np.float32(0.7637816)]
1204,CHEMBL3137330,[np.float32(nan)]
1205,CHEMBL566534,[np.float32(8.02309)]
1206,CHEMBL2103877,[np.float32(7.853876)]
1207,CHEMBL1447476,[np.float32(nan)]
1208,CHEMBL1200852,[np.float32(nan)]
1209,CHEMBL1641,[np.float32(8.908705)]
1210,CHEMBL1200623,[np.float32(7.6057687)]
1211,CHEMBL1200789,[np.float32(nan)]
1212,CHEMBL1200563,[np.float32(nan)]
1213,CHEMBL1200585,[np.float32(7.8847866)]
1214,CHEMBL440,[np.float32(7.4186754)]
1215,CHEMBL447,[np.float32(6.892644)]
1216,CHEMBL2147777,[np.float32(6.8637037)]
1217,CHEMBL328190,[np.float32(6.7028)]
1218,CHEMBL449,[np.float32(6.7001567)]
1219,CHEMBL297302,[np.float32(6.292467)]
1220,CHEMBL2110774,[np.float32(6.2505207)]
1221,CHEMBL2105720,[np.float32(6.1825047)]
1222,CHEMBL2096646,[np.float32(nan)]
1223,CHEMBL1200400,[np.float32(nan)]
1224,CHEMBL1201048,[np.float32(7.5241623)]
1225,CHEMBL1092,[np.float32(6.3891745)]
1226,CHEMBL1512677,[np.float32(6.0282817)]
1227,CHEMBL1200984,[np.float32(6.018591)]
1228,CHEMBL1200906,[np.float32(5.9904585)]
1229,CHEMBL1712842,[np.float32(5.9482884)]
1230,CHEMBL2103873,[np.float32(5.912433)]
1231,CHEMBL1201154,[np.float32(5.7349353)]
1232,CHEMBL1289,[np.float32(5.630768)]
1233,CHEMBL1909289,[np.float32(5.5732985)]
1234,CHEMBL1200382,[np.float32(5.427089)]
1235,CHEMBL1200817,[np.float32(5.42162)]
1236,CHEMBL419213,[np.float32(5.404673)]
1237,CHEMBL546,[np.float32(5.3729696)]
1238,CHEMBL1200478,[np.float32(5.326114)]
1239,CHEMBL1200947,[np.float32(5.13137)]
1240,CHEMBL3989556,[np.float32(5.0754924)]
1241,CHEMBL1200955,[np.float32(4.7957807)]
1242,CHEMBL242580,[np.float32(4.618343)]
1243,CHEMBL937,[np.float32(4.4538608)]
1244,CHEMBL1201115,[np.float32(4.4124475)]
1245,CHEMBL1736,[np.float32(4.229697)]
1246,CHEMBL1597,[np.float32(3.8520405)]
1247,CHEMBL439,[np.float32(3.5958335)]
1248,CHEMBL44618,[np.float32(2.3290167)]
1249,CHEMBL1382627,[np.float32(nan)]
1250,CHEMBL1504,[np.float32(8.4362955)]
1251,CHEMBL1200538,[np.float32(7.9188457)]
1252,CHEMBL3989401,[np.float32(nan)]
1253,CHEMBL1200477,[np.float32(nan)]
1254,CHEMBL1779710,[np.float32(8.602631)]
1255,CHEMBL1091,[np.float32(7.9890814)]
1256,CHEMBL3989939,[np.float32(7.821132)]
1257,CHEMBL1440,[np.float32(7.613934)]
1258,CHEMBL726,[np.float32(7.482173)]
1259,CHEMBL2105611,[np.float32(7.3452377)]
1260,CHEMBL490665,[np.float32(7.2398114)]
1261,CHEMBL1199324,[np.float32(7.170673)]
1262,CHEMBL588046,[np.float32(7.142201)]
1263,CHEMBL1729,[np.float32(7.0912027)]
1264,CHEMBL88,[np.float32(7.053624)]
1265,CHEMBL1481,[np.float32(6.914382)]
1266,CHEMBL1200807,[np.float32(6.9143124)]
1267,CHEMBL1173655,[np.float32(6.8555737)]
1268,CHEMBL58510,[np.float32(6.841417)]
1269,CHEMBL2105735,[np.float32(6.759275)]
1270,CHEMBL3622821,[np.float32(6.752556)]
1271,CHEMBL1201295,[np.float32(6.733857)]
1272,CHEMBL493982,[np.float32(6.7288027)]
1273,CHEMBL490,[np.float32(6.688762)]
1274,CHEMBL1615438,[np.float32(6.6478415)]
1275,CHEMBL4297216,[np.float32(6.6395235)]
1276,CHEMBL1399,[np.float32(6.517883)]
1277,CHEMBL111,[np.float32(6.506684)]
1278,CHEMBL1213252,[np.float32(6.433172)]
1279,CHEMBL1200340,[np.float32(6.432587)]
1280,CHEMBL1071,[np.float32(6.3970766)]
1281,CHEMBL1726,[np.float32(6.3678536)]
1282,CHEMBL1873475,[np.float32(6.3661084)]
1283,CHEMBL2104445,[np.float32(6.355166)]
1284,CHEMBL81,[np.float32(6.338691)]
1285,CHEMBL4594273,[np.float32(6.3109093)]
1286,CHEMBL1200749,[np.float32(6.2956014)]
1287,CHEMBL404108,[np.float32(6.25238)]
1288,CHEMBL715,[np.float32(6.2453103)]
1289,CHEMBL631,[np.float32(6.1750426)]
1290,CHEMBL1513,[np.float32(6.122264)]
1291,CHEMBL1200326,[np.float32(6.0808206)]
1292,CHEMBL1474889,[np.float32(6.042326)]
1293,CHEMBL1201155,[np.float32(5.927062)]
1294,CHEMBL1201167,[np.float32(5.7687836)]
1295,CHEMBL827,[np.float32(5.729121)]
1296,CHEMBL289469,[np.float32(5.529863)]
1297,CHEMBL4297528,[np.float32(5.5111504)]
1298,CHEMBL416146,[np.float32(5.5047274)]
1299,CHEMBL1201197,[np.float32(5.4803176)]
1300,CHEMBL2005186,[np.float32(5.4635425)]
1301,CHEMBL1200961,[np.float32(5.432311)]
1302,CHEMBL2062163,[np.float32(5.412987)]
1303,CHEMBL1009,[np.float32(5.3896427)]
1304,CHEMBL1200809,[np.float32(5.3831286)]
1305,CHEMBL1079742,[np.float32(5.377455)]
1306,CHEMBL1625607,[np.float32(5.3714175)]
1307,CHEMBL1295,[np.float32(5.362932)]
1308,CHEMBL1755,[np.float32(5.3454313)]
1309,CHEMBL455186,[np.float32(5.3267913)]
1310,CHEMBL1193,[np.float32(5.319194)]
1311,CHEMBL512351,[np.float32(5.3009067)]
1312,CHEMBL529437,[np.float32(5.2597528)]
1313,CHEMBL428,[np.float32(5.2559586)]
1314,CHEMBL376359,[np.float32(5.2146535)]
1315,CHEMBL16,[np.float32(5.142498)]
1316,CHEMBL1201761,[np.float32(5.109475)]
1317,CHEMBL1482,[np.float32(5.0715394)]
1318,CHEMBL1200498,[np.float32(5.0581183)]
1319,CHEMBL1702,[np.float32(4.998245)]
1320,CHEMBL1737,[np.float32(4.9681053)]
1321,CHEMBL1929396,[np.float32(4.9582367)]
1322,CHEMBL1201032,[np.float32(4.91174)]
1323,CHEMBL1626223,[np.float32(4.891486)]
1324,CHEMBL1908906,[np.float32(4.8858113)]
1325,CHEMBL1908841,[np.float32(4.7691875)]
1326,CHEMBL1722,[np.float32(4.6847553)]
1327,CHEMBL6995,[np.float32(4.61523)]
1328,CHEMBL463,[np.float32(4.6040463)]
1329,CHEMBL3544971,[np.float32(4.598772)]
1330,CHEMBL3707393,[np.float32(4.5887737)]
1331,CHEMBL18116,[np.float32(4.551287)]
1332,CHEMBL5315124,[np.float32(4.522132)]
1333,CHEMBL1164729,[np.float32(4.498367)]
1334,CHEMBL4802130,[np.float32(4.4912767)]
1335,CHEMBL2146102,[np.float32(4.446614)]
1336,CHEMBL95,[np.float32(4.4451885)]
1337,CHEMBL361506,[np.float32(4.2584734)]
1338,CHEMBL1201785,[np.float32(3.7215466)]
1339,CHEMBL443,[np.float32(3.6663852)]
1340,CHEMBL1201195,[np.float32(3.5315125)]
1341,CHEMBL486696,[np.float32(3.4875276)]
1342,CHEMBL1201189,[np.float32(-1.1566529)]
1343,CHEMBL1200734,[np.float32(nan)]
1344,CHEMBL1201152,[np.float32(7.2567363)]
1345,CHEMBL1434,[np.float32(7.244631)]
1346,CHEMBL1330729,[np.float32(7.0379734)]
1347,CHEMBL422,[np.float32(6.912555)]
1348,CHEMBL3989724,[np.float32(6.827969)]
1349,CHEMBL3244648,[np.float32(nan)]
1350,CHEMBL1201109,[np.float32(8.255696)]
1351,CHEMBL249837,[np.float32(7.5225277)]
1352,CHEMBL1531,[np.float32(7.253512)]
1353,CHEMBL1200890,[np.float32(7.133554)]
1354,CHEMBL521606,[np.float32(7.0082536)]
1355,CHEMBL296913,[np.float32(nan)]
1356,CHEMBL4297378,[np.float32(nan)]
1357,CHEMBL1201148,[np.float32(8.352021)]
1358,CHEMBL1417019,[np.float32(7.1619096)]
1359,CHEMBL1201237,[np.float32(7.0468726)]
1360,CHEMBL1200694,[np.float32(6.9545517)]
1361,CHEMBL566315,[np.float32(6.8138423)]
1362,CHEMBL218490,[np.float32(6.803878)]
1363,CHEMBL517199,[np.float32(6.7011642)]
1364,CHEMBL611,[np.float32(6.7000995)]
1365,CHEMBL4297067,[np.float32(6.6144185)]
1366,CHEMBL296419,[np.float32(6.5901904)]
1367,CHEMBL1465,[np.float32(6.5505548)]
1368,CHEMBL1763,[np.float32(6.514908)]
1369,CHEMBL1201180,[np.float32(6.446129)]
1370,CHEMBL305660,[np.float32(6.3835173)]
1371,CHEMBL413965,[np.float32(6.335509)]
1372,CHEMBL1201329,[np.float32(6.3270564)]
1373,CHEMBL1077,[np.float32(6.2784195)]
1374,CHEMBL427216,[np.float32(6.2346015)]
1375,CHEMBL15770,[np.float32(6.2329006)]
1376,CHEMBL188921,[np.float32(6.2110944)]
1377,CHEMBL22097,[np.float32(6.1159472)]
1378,CHEMBL1237132,[np.float32(6.1127973)]
1379,CHEMBL1095777,[np.float32(6.0324054)]
1380,CHEMBL1200402,[np.float32(6.005695)]
1381,CHEMBL3646221,[np.float32(5.993267)]
1382,CHEMBL648,[np.float32(5.984301)]
1383,CHEMBL1200862,[np.float32(5.980347)]
1384,CHEMBL1055,[np.float32(5.962268)]
1385,CHEMBL43128,[np.float32(5.955205)]
1386,CHEMBL1292,[np.float32(5.9088607)]
1387,CHEMBL2107826,[np.float32(5.818802)]
1388,CHEMBL865,[np.float32(5.810334)]
1389,CHEMBL5315119,[np.float32(5.782818)]
1390,CHEMBL1070,[np.float32(5.7753553)]
1391,CHEMBL12,[np.float32(5.7062044)]
1392,CHEMBL1983350,[np.float32(5.6134405)]
1393,CHEMBL1633,[np.float32(5.598759)]
1394,CHEMBL462605,[np.float32(5.53899)]
1395,CHEMBL24171,[np.float32(5.536106)]
1396,CHEMBL1201063,[np.float32(5.5146236)]
1397,CHEMBL1323699,[np.float32(5.510513)]
1398,CHEMBL1614701,[np.float32(5.5001783)]
1399,CHEMBL1532,[np.float32(5.413451)]
1400,CHEMBL4303669,[np.float32(5.391409)]
1401,CHEMBL2043437,[np.float32(5.332637)]
1402,CHEMBL1201234,[np.float32(5.2738357)]
1403,CHEMBL1201150,[np.float32(5.2247066)]
1404,CHEMBL833,[np.float32(5.211704)]
1405,CHEMBL1196,[np.float32(5.140908)]
1406,CHEMBL1200561,[np.float32(5.1088533)]
1407,CHEMBL1200710,[np.float32(5.0570703)]
1408,CHEMBL1280,[np.float32(5.016427)]
1409,CHEMBL1200409,[np.float32(4.8714504)]
1410,CHEMBL1200863,[np.float32(4.8565207)]
1411,CHEMBL980,[np.float32(4.855231)]
1412,CHEMBL5314600,[np.float32(4.84498)]
1413,CHEMBL862,[np.float32(4.831612)]
1414,CHEMBL1679,[np.float32(4.798168)]
1415,CHEMBL550348,[np.float32(4.7841)]
1416,CHEMBL1622,[np.float32(4.7526727)]
1417,CHEMBL1200904,[np.float32(4.737544)]
1418,CHEMBL267648,[np.float32(4.682168)]
1419,CHEMBL1082,[np.float32(4.6199245)]
1420,CHEMBL1200977,[np.float32(4.603677)]
1421,CHEMBL108,[np.float32(4.254394)]
1422,CHEMBL1091250,[np.float32(4.181799)]
1423,CHEMBL4596392,[np.float32(4.1388636)]
1424,CHEMBL2110372,[np.float32(4.102746)]
1425,CHEMBL1537,[np.float32(4.0292187)]
1426,CHEMBL609,[np.float32(3.9227557)]
1427,CHEMBL1380,[np.float32(3.9218686)]
1428,CHEMBL62193,[np.float32(3.920636)]
1429,CHEMBL4297212,[np.float32(3.5780048)]
1430,CHEMBL3989944,[np.float32(3.511027)]
1431,CHEMBL1200630,[np.float32(3.061359)]
1432,CHEMBL666,[np.float32(2.800774)]
1433,CHEMBL3989567,[np.float32(nan)]
1434,CHEMBL606260,[np.float32(nan)]
1435,CHEMBL989,[np.float32(8.560791)]
1436,CHEMBL3112741,[np.float32(7.1032352)]
1437,CHEMBL2107355,[np.float32(6.928962)]
1438,CHEMBL1200412,[np.float32(6.8792477)]
1439,CHEMBL652,[np.float32(6.849905)]
1440,CHEMBL2107067,[np.float32(6.7954206)]
1441,CHEMBL4297522,[np.float32(6.5035133)]
1442,CHEMBL1514,[np.float32(6.4848123)]
1443,CHEMBL1495,[np.float32(6.318165)]
1444,CHEMBL1224,[np.float32(6.318082)]
1445,CHEMBL534,[np.float32(6.1828575)]
1446,CHEMBL1200935,[np.float32(6.1607795)]
1447,CHEMBL1668,[np.float32(6.0111976)]
1448,CHEMBL577,[np.float32(5.9124217)]
1449,CHEMBL1201271,[np.float32(5.902232)]
1450,CHEMBL1206690,[np.float32(5.848216)]
1451,CHEMBL2079130,[np.float32(5.658616)]
1452,CHEMBL1201120,[np.float32(5.314946)]
1453,CHEMBL1237080,[np.float32(5.108051)]
1454,CHEMBL1201323,[np.float32(2.9049058)]
1455,CHEMBL30219,[np.float32(nan)]
1456,CHEMBL1201321,[np.float32(6.5753827)]
1457,CHEMBL1201104,[np.float32(5.306703)]
1458,CHEMBL3989403,[np.float32(nan)]
1459,CHEMBL2146063,[np.float32(7.899574)]
1460,CHEMBL2146883,[np.float32(7.678343)]
1461,CHEMBL74,[np.float32(nan)]
1462,CHEMBL3181832,[np.float32(nan)]
1463,CHEMBL1509,[np.float32(7.4450293)]
1464,CHEMBL1200405,[np.float32(6.639061)]
1465,CHEMBL2448612,[np.float32(6.635164)]
1466,CHEMBL1423,[np.float32(6.5359154)]
1467,CHEMBL533,[np.float32(6.4217353)]
1468,CHEMBL3084748,[np.float32(6.409845)]
1469,CHEMBL7413,[np.float32(6.401892)]
1470,CHEMBL109,[np.float32(6.375)]
1471,CHEMBL1200598,[np.float32(6.3168864)]
1472,CHEMBL3989768,[np.float32(6.128954)]
1473,CHEMBL1200497,[np.float32(5.952621)]
1474,CHEMBL1909072,[np.float32(5.920448)]
1475,CHEMBL2105233,[np.float32(5.8676724)]
1476,CHEMBL1475,[np.float32(5.792025)]
1477,CHEMBL3655081,[np.float32(5.707253)]
1478,CHEMBL1963683,[np.float32(5.703528)]
1479,CHEMBL1037,[np.float32(5.682735)]
1480,CHEMBL395110,[np.float32(5.67864)]
1481,CHEMBL1367605,[np.float32(5.627217)]
1482,CHEMBL1594,[np.float32(5.597262)]
1483,CHEMBL1201153,[np.float32(5.4176264)]
1484,CHEMBL1697686,[np.float32(5.381401)]
1485,CHEMBL455917,[np.float32(5.30708)]
1486,CHEMBL86,[np.float32(5.304363)]
1487,CHEMBL1200665,[np.float32(5.28304)]
1488,CHEMBL3545185,[np.float32(5.2650013)]
1489,CHEMBL2360079,[np.float32(5.2637424)]
1490,CHEMBL1095283,[np.float32(5.2227383)]
1491,CHEMBL1089318,[np.float32(5.172868)]
1492,CHEMBL850,[np.float32(5.061987)]
1493,CHEMBL3989826,[np.float32(5.0423126)]
1494,CHEMBL1079,[np.float32(4.8831487)]
1495,CHEMBL1200967,[np.float32(4.8664665)]
1496,CHEMBL1200745,[np.float32(4.841902)]
1497,CHEMBL1528134,[np.float32(4.8020344)]
1498,CHEMBL1200654,[np.float32(4.7010407)]
1499,CHEMBL3989478,[np.float32(4.671698)]
1500,CHEMBL1200446,[np.float32(4.6678724)]
1501,CHEMBL3140361,[np.float32(4.6491528)]
1502,CHEMBL843,[np.float32(4.564724)]
1503,CHEMBL1200321,[np.float32(4.5370517)]
1504,CHEMBL1559,[np.float32(4.489144)]
1505,CHEMBL421,[np.float32(4.4055886)]
1506,CHEMBL1200910,[np.float32(4.365685)]
1507,CHEMBL18,[np.float32(4.2043166)]
1508,CHEMBL3989949,[np.float32(4.1967597)]
1509,CHEMBL1200410,[np.float32(4.0477223)]
1510,CHEMBL2096642,[np.float32(4.0140014)]
1511,CHEMBL1371,[np.float32(3.876058)]
1512,CHEMBL1605,[np.float32(3.7613173)]
1513,CHEMBL918,[np.float32(3.6595333)]
1514,CHEMBL37390,[np.float32(3.659306)]
1515,CHEMBL1730,[np.float32(3.6256301)]
1516,CHEMBL1200582,[np.float32(3.508473)]
1517,CHEMBL1103,[np.float32(3.402391)]
1518,CHEMBL1697751,[np.float32(3.2301404)]
1519,CHEMBL184,[np.float32(2.7033937)]
1520,CHEMBL810,[np.float32(2.5541842)]
1521,CHEMBL185,[np.float32(2.483892)]
1522,CHEMBL1200728,[np.float32(-0.4052753)]
1523,CHEMBL1201121,[np.float32(nan)]
1524,CHEMBL1200874,[np.float32(nan)]
1525,CHEMBL1200982,[np.float32(nan)]
1526,CHEMBL1200774,[np.float32(8.632837)]
1527,CHEMBL3391662,[np.float32(6.970178)]
1528,CHEMBL1201151,[np.float32(6.8185773)]
1529,CHEMBL2356023,[np.float32(6.72912)]
1530,CHEMBL2104136,[np.float32(6.6336627)]
1531,CHEMBL3545063,[np.float32(6.3524175)]
1532,CHEMBL193,[np.float32(6.345956)]
1533,CHEMBL1201043,[np.float32(nan)]
1534,CHEMBL1271,[np.float32(6.268753)]
1535,CHEMBL1200515,[np.float32(6.2146316)]
1536,CHEMBL1581,[np.float32(6.115484)]
1537,CHEMBL1261,[np.float32(5.973533)]
1538,CHEMBL3184799,[np.float32(5.960128)]
1539,CHEMBL189963,[np.float32(5.8290997)]
1540,CHEMBL1139,[np.float32(5.7174544)]
1541,CHEMBL1213135,[np.float32(5.7165556)]
1542,CHEMBL247951,[np.float32(5.704231)]
1543,CHEMBL1201192,[np.float32(5.6467347)]
1544,CHEMBL2105345,[np.float32(5.6462784)]
1545,CHEMBL2104537,[np.float32(5.609768)]
1546,CHEMBL1206,[np.float32(5.3873196)]
1547,CHEMBL1694,[np.float32(5.373542)]
1548,CHEMBL2103870,[np.float32(5.3538733)]
1549,CHEMBL4297585,[np.float32(5.3406672)]
1550,CHEMBL1311,[np.float32(5.3294597)]
1551,CHEMBL1200377,[np.float32(5.308888)]
1552,CHEMBL1560,[np.float32(5.2743597)]
1553,CHEMBL539770,[np.float32(5.1774626)]
1554,CHEMBL1200782,[np.float32(5.0801473)]
1555,CHEMBL1200467,[np.float32(5.0583158)]
1556,CHEMBL1200596,[np.float32(4.9478993)]
1557,CHEMBL1334860,[np.float32(4.8633323)]
1558,CHEMBL1698,[np.float32(4.7993445)]
1559,CHEMBL1200971,[np.float32(4.593943)]
1560,CHEMBL1491306,[np.float32(4.5125923)]
1561,CHEMBL1200367,[np.float32(4.5070934)]
1562,CHEMBL3989725,[np.float32(4.2891054)]
1563,CHEMBL70246,[np.float32(4.1549745)]
1564,CHEMBL127516,[np.float32(3.9210794)]
1565,CHEMBL1161681,[np.float32(-1.7216449)]
1566,CHEMBL1234579,[np.float32(-2.43825)]
1567,CHEMBL1201057,[np.float32(nan)]
1568,CHEMBL1301,[np.float32(5.481985)]
1569,CHEMBL1200448,[np.float32(nan)]
1570,CHEMBL3989571,[np.float32(8.409903)]
1571,CHEMBL1201019,[np.float32(nan)]
1572,CHEMBL2103736,[np.float32(nan)]
1573,CHEMBL3237547,[np.float32(8.266624)]
1574,CHEMBL1201071,[np.float32(7.9440145)]
1575,CHEMBL1501,[np.float32(7.8216743)]
1576,CHEMBL3991065,[np.float32(7.763999)]
1577,CHEMBL426084,[np.float32(7.5895286)]
1578,CHEMBL1237021,[np.float32(7.456107)]
1579,CHEMBL2107830,[np.float32(7.4081473)]
1580,CHEMBL601719,[np.float32(7.1116395)]
1581,CHEMBL465,[np.float32(6.994871)]
1582,CHEMBL762,[np.float32(6.881919)]
1583,CHEMBL3301612,[np.float32(6.6257052)]
1584,CHEMBL1201060,[np.float32(6.621599)]
1585,CHEMBL88055,[np.float32(6.4368234)]
1586,CHEMBL3137310,[np.float32(6.3583922)]
1587,CHEMBL268164,[np.float32(6.2798038)]
1588,CHEMBL231068,[np.float32(6.1261063)]
1589,CHEMBL514,[np.float32(6.111886)]
1590,CHEMBL54349,[np.float32(6.006948)]
1591,CHEMBL487253,[np.float32(5.7961903)]
1592,CHEMBL1051,[np.float32(5.7442627)]
1593,CHEMBL1887891,[np.float32(5.6938186)]
1594,CHEMBL167731,[np.float32(5.6296487)]
1595,CHEMBL1789941,[np.float32(5.59282)]
1596,CHEMBL3989845,[np.float32(5.5575123)]
1597,CHEMBL3187723,[np.float32(5.5204325)]
1598,CHEMBL466659,[np.float32(5.473588)]
1599,CHEMBL2048028,[np.float32(5.4354973)]
1600,CHEMBL1195,[np.float32(5.2039466)]
1601,CHEMBL1200870,[np.float32(5.0882897)]
1602,CHEMBL506,[np.float32(4.971456)]
1603,CHEMBL1200970,[np.float32(4.96424)]
1604,CHEMBL3182343,[np.float32(4.9592695)]
1605,CHEMBL3608680,[np.float32(4.955969)]
1606,CHEMBL1615439,[np.float32(4.876191)]
1607,CHEMBL2106939,[np.float32(4.5632358)]
1608,CHEMBL589586,[np.float32(4.5026784)]
1609,CHEMBL1689,[np.float32(4.3505993)]
1610,CHEMBL983,[np.float32(4.303453)]
1611,CHEMBL1200839,[np.float32(3.8539896)]
1612,CHEMBL1201018,[np.float32(3.6734495)]
1613,CHEMBL278172,[np.float32(3.5958593)]
1614,CHEMBL777,[np.float32(3.3251026)]
1615,CHEMBL1200581,[np.float32(nan)]
1616,CHEMBL1451,[np.float32(8.584924)]
1617,CHEMBL1512,[np.float32(8.4358)]
1618,CHEMBL3590187,[np.float32(7.764957)]
1619,CHEMBL2364633,[np.float32(7.696967)]
1620,CHEMBL600325,[np.float32(7.6757197)]
1621,CHEMBL4594261,[np.float32(7.6363983)]
1622,CHEMBL1200374,[np.float32(7.6050344)]
1623,CHEMBL80,[np.float32(7.4414697)]
1624,CHEMBL1024,[np.float32(7.217982)]
1625,CHEMBL4650485,[np.float32(7.209024)]
1626,CHEMBL54,[np.float32(7.189866)]
1627,CHEMBL1808388,[np.float32(7.0882177)]
1628,CHEMBL1651906,[np.float32(7.08564)]
1629,CHEMBL448,[np.float32(6.866159)]
1630,CHEMBL3187985,[np.float32(6.8581038)]
1631,CHEMBL4297223,[np.float32(6.7331815)]
1632,CHEMBL716,[np.float32(6.730241)]
1633,CHEMBL3989514,[np.float32(6.710596)]
1634,CHEMBL1382,[np.float32(6.6605067)]
1635,CHEMBL1171837,[np.float32(6.6405063)]
1636,CHEMBL1484,[np.float32(6.6394954)]
1637,CHEMBL1490,[np.float32(6.6338477)]
1638,CHEMBL1200796,[np.float32(6.5896764)]
1639,CHEMBL549,[np.float32(6.475582)]
1640,CHEMBL3989517,[np.float32(6.415886)]
1641,CHEMBL537669,[np.float32(6.413325)]
1642,CHEMBL1187724,[np.float32(6.2457004)]
1643,CHEMBL1428,[np.float32(6.2395644)]
1644,CHEMBL523299,[np.float32(6.2177453)]
1645,CHEMBL94081,[np.float32(6.187568)]
1646,CHEMBL1491,[np.float32(6.0616703)]
1647,CHEMBL3137320,[np.float32(6.0476494)]
1648,CHEMBL26,[np.float32(5.9177065)]
1649,CHEMBL1624,[np.float32(5.912531)]
1650,CHEMBL1480987,[np.float32(5.889017)]
1651,CHEMBL397420,[np.float32(5.8682194)]
1652,CHEMBL1163,[np.float32(5.85572)]
1653,CHEMBL1269025,[np.float32(5.7281613)]
1654,CHEMBL2105759,[np.float32(5.6241555)]
1655,CHEMBL459,[np.float32(5.6172075)]
1656,CHEMBL4650216,[np.float32(5.546022)]
1657,CHEMBL708,[np.float32(5.5220194)]
1658,CHEMBL2364635,[np.float32(5.4710903)]
1659,CHEMBL505,[np.float32(5.4678826)]
1660,CHEMBL1305,[np.float32(5.4484696)]
