,chembl_id,Predicted_Value
560,CHEMBL717,[np.float32(7.4732895)]
561,CHEMBL1200384,[np.float32(7.128492)]
562,CHEMBL3301622,[np.float32(7.125877)]
563,CHEMBL4650272,[np.float32(7.0793796)]
564,CHEMBL2105755,[np.float32(7.040866)]
565,CHEMBL3301605,[np.float32(6.98018)]
566,CHEMBL1200989,[np.float32(6.922856)]
567,CHEMBL71752,[np.float32(6.877676)]
568,CHEMBL3545068,[np.float32(6.863467)]
569,CHEMBL1200430,[np.float32(6.841905)]
570,CHEMBL651,[np.float32(6.8111944)]
571,CHEMBL968,[np.float32(6.808595)]
572,CHEMBL361497,[np.float32(6.713543)]
573,CHEMBL3353410,[np.float32(6.6906796)]
574,CHEMBL168815,[np.float32(6.639078)]
575,CHEMBL620,[np.float32(6.6174555)]
576,CHEMBL964,[np.float32(6.587431)]
577,CHEMBL84,[np.float32(6.5310016)]
578,CHEMBL238804,[np.float32(6.3233914)]
579,CHEMBL411,[np.float32(6.3223505)]
580,CHEMBL1200609,[np.float32(6.1422563)]
581,CHEMBL1197051,[np.float32(6.125163)]
582,CHEMBL1005,[np.float32(6.0112157)]
583,CHEMBL1201067,[np.float32(5.963101)]
584,CHEMBL285674,[np.float32(5.855671)]
585,CHEMBL2105648,[np.float32(5.709813)]
586,CHEMBL1456,[np.float32(5.641427)]
587,CHEMBL59,[np.float32(5.614644)]
588,CHEMBL1870768,[np.float32(5.5300045)]
589,CHEMBL472,[np.float32(5.4769464)]
590,CHEMBL2448613,[np.float32(5.378716)]
591,CHEMBL2364617,[np.float32(5.2196712)]
592,CHEMBL1201129,[np.float32(5.032115)]
593,CHEMBL1201037,[np.float32(4.906512)]
594,CHEMBL2105675,[np.float32(4.7573724)]
595,CHEMBL1201746,[np.float32(4.722633)]
596,CHEMBL569,[np.float32(4.4947853)]
597,CHEMBL848,[np.float32(4.487545)]
598,CHEMBL4435170,[np.float32(4.162344)]
599,CHEMBL1518,[np.float32(3.3385966)]
600,CHEMBL345714,[np.float32(2.89818)]
601,CHEMBL1463,[np.float32(2.7947178)]
602,CHEMBL727,[np.float32(2.5247169)]
603,CHEMBL2096635,[np.float32(-0.66486543)]
604,CHEMBL1723241,[np.float32(nan)]
605,CHEMBL1223,[np.float32(nan)]
606,CHEMBL1433,[np.float32(7.5835156)]
607,CHEMBL1200804,[np.float32(nan)]
608,CHEMBL1201782,[np.float32(8.598538)]
609,CHEMBL3989715,[np.float32(nan)]
610,CHEMBL1200470,[np.float32(nan)]
611,CHEMBL1201302,[np.float32(8.804306)]
612,CHEMBL1201891,[np.float32(7.46473)]
613,CHEMBL441,[np.float32(7.3635173)]
614,CHEMBL254328,[np.float32(7.3249073)]
615,CHEMBL282042,[np.float32(7.286375)]
616,CHEMBL139835,[np.float32(7.2728953)]
617,CHEMBL92870,[np.float32(7.206112)]
618,CHEMBL70,[np.float32(7.121354)]
619,CHEMBL1511,[np.float32(6.971252)]
620,CHEMBL4297091,[np.float32(6.908711)]
621,CHEMBL3304486,[np.float32(6.5064435)]
622,CHEMBL1078261,[np.float32(6.46457)]
623,CHEMBL1231,[np.float32(6.449555)]
624,CHEMBL175,[np.float32(6.384013)]
625,CHEMBL264374,[np.float32(6.012962)]
626,CHEMBL1324,[np.float32(5.8671355)]
627,CHEMBL1682,[np.float32(5.7990685)]
628,CHEMBL1291,[np.float32(5.560393)]
629,CHEMBL1200444,[np.float32(5.546031)]
630,CHEMBL3186492,[np.float32(5.484316)]
631,CHEMBL817,[np.float32(5.4549403)]
632,CHEMBL1200343,[np.float32(5.400125)]
633,CHEMBL1201159,[np.float32(5.3192663)]
634,CHEMBL934,[np.float32(5.2999587)]
635,CHEMBL2105748,[np.float32(5.2226133)]
636,CHEMBL1448,[np.float32(5.1185083)]
637,CHEMBL1200798,[np.float32(5.0059285)]
638,CHEMBL1076903,[np.float32(4.842353)]
639,CHEMBL1100,[np.float32(4.832883)]
640,CHEMBL4594293,[np.float32(4.804125)]
641,CHEMBL904,[np.float32(4.6926007)]
642,CHEMBL1441,[np.float32(4.647817)]
643,CHEMBL4303288,[np.float32(4.526594)]
644,CHEMBL306700,[np.float32(4.4691377)]
645,CHEMBL1201080,[np.float32(4.4427586)]
646,CHEMBL1731,[np.float32(4.1287484)]
647,CHEMBL1096,[np.float32(4.0621324)]
648,CHEMBL1483,[np.float32(3.6211908)]
649,CHEMBL467,[np.float32(1.3029184)]
650,CHEMBL2364574,[np.float32(nan)]
651,CHEMBL997,[np.float32(7.717765)]
652,CHEMBL3643413,[np.float32(7.650548)]
653,CHEMBL114,[np.float32(7.385043)]
654,CHEMBL605846,[np.float32(7.1976604)]
655,CHEMBL659,[np.float32(6.923454)]
656,CHEMBL99946,[np.float32(6.7428946)]
657,CHEMBL3989728,[np.float32(nan)]
658,CHEMBL2364720,[np.float32(nan)]
659,CHEMBL258918,[np.float32(8.129333)]
660,CHEMBL496,[np.float32(6.6877713)]
661,CHEMBL2107430,[np.float32(6.6763034)]
662,CHEMBL1316,[np.float32(6.4672766)]
663,CHEMBL1111,[np.float32(6.4655037)]
664,CHEMBL3545309,[np.float32(6.143849)]
665,CHEMBL1708,[np.float32(6.1215115)]
666,CHEMBL1200601,[np.float32(6.078253)]
667,CHEMBL607,[np.float32(6.0752187)]
668,CHEMBL1104,[np.float32(5.9890404)]
669,CHEMBL4297364,[np.float32(5.9485826)]
670,CHEMBL2104613,[np.float32(5.7409053)]
671,CHEMBL404849,[np.float32(5.713621)]
672,CHEMBL4297666,[np.float32(5.711934)]
673,CHEMBL590540,[np.float32(5.6983356)]
674,CHEMBL1324714,[np.float32(5.688307)]
675,CHEMBL1373,[np.float32(5.642073)]
676,CHEMBL1087,[np.float32(5.6399903)]
677,CHEMBL1201303,[np.float32(5.5329475)]
678,CHEMBL1571863,[np.float32(5.4067917)]
679,CHEMBL1593906,[np.float32(5.2196555)]
680,CHEMBL1200491,[np.float32(5.2048965)]
681,CHEMBL85231,[np.float32(5.1247125)]
682,CHEMBL1289601,[np.float32(5.0933275)]
683,CHEMBL547,[np.float32(4.985714)]
684,CHEMBL24,[np.float32(4.845173)]
685,CHEMBL1200368,[np.float32(4.8308287)]
686,CHEMBL1681,[np.float32(4.8108573)]
687,CHEMBL1557,[np.float32(4.74693)]
688,CHEMBL1201201,[np.float32(4.7194448)]
689,CHEMBL1200965,[np.float32(4.267046)]
690,CHEMBL1200705,[np.float32(4.022492)]
691,CHEMBL542,[np.float32(3.1627312)]
692,CHEMBL773,[np.float32(3.1049585)]
693,CHEMBL1515,[np.float32(2.8966696)]
694,CHEMBL2106556,[np.float32(nan)]
695,CHEMBL1201233,[np.float32(6.341631)]
696,CHEMBL502109,[np.float32(3.3494241)]
697,CHEMBL1201041,[np.float32(nan)]
698,CHEMBL1200903,[np.float32(nan)]
699,CHEMBL1201065,[np.float32(nan)]
700,CHEMBL1200616,[np.float32(nan)]
701,CHEMBL1200376,[np.float32(7.529242)]
702,CHEMBL1201328,[np.float32(7.328595)]
703,CHEMBL1200607,[np.float32(7.172086)]
704,CHEMBL2068724,[np.float32(nan)]
705,CHEMBL1201207,[np.float32(8.806733)]
706,CHEMBL509924,[np.float32(8.65906)]
707,CHEMBL1200732,[np.float32(7.6465154)]
708,CHEMBL1908348,[np.float32(7.530847)]
709,CHEMBL1200542,[np.float32(7.5058837)]
710,CHEMBL1200794,[np.float32(7.3116183)]
711,CHEMBL1201325,[np.float32(7.293837)]
712,CHEMBL1254682,[np.float32(7.267028)]
713,CHEMBL1162,[np.float32(7.120165)]
714,CHEMBL110691,[np.float32(7.0864787)]
715,CHEMBL1201206,[np.float32(7.0102053)]
716,CHEMBL1387,[np.float32(7.007054)]
717,CHEMBL814,[np.float32(6.9787445)]
718,CHEMBL2361370,[np.float32(6.9275703)]
719,CHEMBL1740659,[np.float32(6.7701426)]
720,CHEMBL1200802,[np.float32(6.698086)]
721,CHEMBL94454,[np.float32(6.6619034)]
722,CHEMBL4208229,[np.float32(6.6414204)]
723,CHEMBL1201227,[np.float32(6.6133637)]
724,CHEMBL2110771,[np.float32(6.5083165)]
725,CHEMBL936,[np.float32(6.5081296)]
726,CHEMBL1201317,[np.float32(6.4502416)]
727,CHEMBL2106313,[np.float32(6.4490914)]
728,CHEMBL259972,[np.float32(6.3178034)]
729,CHEMBL1477274,[np.float32(6.283956)]
730,CHEMBL13376,[np.float32(6.246534)]
731,CHEMBL1200771,[np.float32(6.190781)]
732,CHEMBL341812,[np.float32(6.1204824)]
733,CHEMBL1201217,[np.float32(6.061391)]
734,CHEMBL1201035,[np.float32(6.0531535)]
735,CHEMBL1607,[np.float32(6.0244303)]
736,CHEMBL1200880,[np.float32(6.014016)]
737,CHEMBL1018,[np.float32(5.975288)]
738,CHEMBL2107213,[np.float32(5.96932)]
739,CHEMBL1200988,[np.float32(5.9235363)]
740,CHEMBL1909282,[np.float32(5.8812723)]
741,CHEMBL1200920,[np.float32(5.7347937)]
742,CHEMBL706,[np.float32(5.721976)]
743,CHEMBL1354199,[np.float32(5.7132974)]
744,CHEMBL1201102,[np.float32(5.693285)]
745,CHEMBL2104793,[np.float32(5.6874876)]
746,CHEMBL1200426,[np.float32(5.6754947)]
747,CHEMBL2145077,[np.float32(5.659181)]
748,CHEMBL3989558,[np.float32(5.6515446)]
749,CHEMBL291338,[np.float32(5.613932)]
750,CHEMBL2110368,[np.float32(5.4672127)]
751,CHEMBL32,[np.float32(5.464187)]
752,CHEMBL1357648,[np.float32(5.411929)]
753,CHEMBL1200612,[np.float32(5.333612)]
754,CHEMBL1200916,[np.float32(5.2043233)]
755,CHEMBL328560,[np.float32(5.1678634)]
756,CHEMBL591,[np.float32(5.1333313)]
757,CHEMBL1200387,[np.float32(5.0896153)]
758,CHEMBL1200440,[np.float32(5.082592)]
759,CHEMBL1200779,[np.float32(5.079853)]
760,CHEMBL276520,[np.float32(5.0780573)]
761,CHEMBL2355456,[np.float32(5.0657377)]
762,CHEMBL3989566,[np.float32(4.954077)]
763,CHEMBL1201269,[np.float32(4.8975186)]
764,CHEMBL1713,[np.float32(4.844573)]
765,CHEMBL1576,[np.float32(4.796091)]
766,CHEMBL53292,[np.float32(4.7096243)]
767,CHEMBL24944,[np.float32(4.695764)]
768,CHEMBL21869,[np.float32(4.669027)]
769,CHEMBL5095050,[np.float32(4.435406)]
770,CHEMBL2107239,[np.float32(4.376438)]
771,CHEMBL1359,[np.float32(4.337146)]
772,CHEMBL1255739,[np.float32(4.1259856)]
773,CHEMBL1201787,[np.float32(4.016499)]
774,CHEMBL16080,[np.float32(3.8694918)]
775,CHEMBL139877,[np.float32(3.8425915)]
776,CHEMBL1740513,[np.float32(3.4858224)]
777,CHEMBL1650619,[np.float32(3.2471116)]
778,CHEMBL1467,[np.float32(2.9346802)]
779,CHEMBL1003,[np.float32(nan)]
780,CHEMBL442,[np.float32(7.7971783)]
781,CHEMBL1200758,[np.float32(nan)]
782,CHEMBL1200588,[np.float32(7.571003)]
783,CHEMBL1718,[np.float32(7.5475316)]
784,CHEMBL1086863,[np.float32(7.4949374)]
785,CHEMBL1201132,[np.float32(7.3263674)]
786,CHEMBL515408,[np.float32(7.220485)]
787,CHEMBL284092,[np.float32(7.171505)]
788,CHEMBL117287,[np.float32(6.993704)]
789,CHEMBL1908315,[np.float32(6.9180856)]
790,CHEMBL1699,[np.float32(6.814913)]
791,CHEMBL3989908,[np.float32(6.7759233)]
792,CHEMBL75435,[np.float32(6.508533)]
793,CHEMBL1742423,[np.float32(6.451087)]
794,CHEMBL299400,[np.float32(6.2523694)]
795,CHEMBL48449,[np.float32(6.211693)]
796,CHEMBL916,[np.float32(6.125433)]
797,CHEMBL139,[np.float32(6.0641584)]
798,CHEMBL1201764,[np.float32(6.041992)]
799,CHEMBL191,[np.float32(5.887358)]
800,CHEMBL689,[np.float32(5.8051844)]
801,CHEMBL467058,[np.float32(5.495072)]
802,CHEMBL1905872,[np.float32(nan)]
803,CHEMBL364713,[np.float32(6.4395423)]
804,CHEMBL596,[np.float32(5.8632565)]
805,CHEMBL2107011,[np.float32(5.8273873)]
806,CHEMBL1723,[np.float32(5.8214493)]
807,CHEMBL4066936,[np.float32(5.6818414)]
808,CHEMBL696,[np.float32(5.676391)]
809,CHEMBL1240,[np.float32(5.5070486)]
810,CHEMBL1200413,[np.float32(5.3837705)]
811,CHEMBL2138684,[np.float32(5.3567133)]
812,CHEMBL10878,[np.float32(5.23797)]
813,CHEMBL5315049,[np.float32(5.2235456)]
814,CHEMBL44884,[np.float32(5.1938624)]
815,CHEMBL2062335,[np.float32(4.943547)]
816,CHEMBL154111,[np.float32(4.9372516)]
817,CHEMBL1256958,[np.float32(4.8988075)]
818,CHEMBL477,[np.float32(4.8355384)]
819,CHEMBL6622,[np.float32(4.6777735)]
820,CHEMBL605,[np.float32(3.9629915)]
821,CHEMBL542541,[np.float32(3.2292745)]
822,CHEMBL1098319,[np.float32(3.020502)]
823,CHEMBL1201225,[np.float32(-155.94594)]
824,CHEMBL1200991,[np.float32(nan)]
825,CHEMBL3989740,[np.float32(8.009485)]
826,CHEMBL3989551,[np.float32(7.981427)]
827,CHEMBL1770248,[np.float32(7.879459)]
828,CHEMBL1549,[np.float32(7.8170443)]
829,CHEMBL1732,[np.float32(7.806652)]
830,CHEMBL1200859,[np.float32(nan)]
831,CHEMBL1607480,[np.float32(7.734454)]
832,CHEMBL1448187,[np.float32(7.5512085)]
833,CHEMBL4802135,[np.float32(7.525616)]
834,CHEMBL561157,[np.float32(nan)]
835,CHEMBL193482,[np.float32(7.4537983)]
836,CHEMBL2103744,[np.float32(7.225847)]
837,CHEMBL33986,[np.float32(7.219684)]
838,CHEMBL1760,[np.float32(7.032909)]
839,CHEMBL1200648,[np.float32(6.9970145)]
840,CHEMBL220491,[np.float32(6.8830214)]
841,CHEMBL14376,[np.float32(6.768214)]
842,CHEMBL2111101,[np.float32(6.764924)]
843,CHEMBL1187833,[np.float32(6.7458158)]
844,CHEMBL1637,[np.float32(6.595609)]
845,CHEMBL1945778,[np.float32(6.398406)]
846,CHEMBL1496,[np.float32(6.1566567)]
847,CHEMBL1889140,[np.float32(6.0704036)]
848,CHEMBL669,[np.float32(5.974472)]
849,CHEMBL3989920,[np.float32(nan)]
850,CHEMBL2105695,[np.float32(6.6578255)]
851,CHEMBL1619528,[np.float32(6.4939632)]
852,CHEMBL3188993,[np.float32(6.3864727)]
853,CHEMBL809,[np.float32(6.363188)]
854,CHEMBL783,[np.float32(6.309613)]
855,CHEMBL1493,[np.float32(6.0747023)]
856,CHEMBL1697851,[np.float32(5.543586)]
857,CHEMBL4594292,[np.float32(5.465944)]
858,CHEMBL1200453,[np.float32(5.105321)]
859,CHEMBL1072,[np.float32(5.093209)]
860,CHEMBL1231723,[np.float32(5.0904593)]
861,CHEMBL1200887,[np.float32(5.0512767)]
862,CHEMBL4298138,[np.float32(4.9428716)]
863,CHEMBL1615374,[np.float32(4.9223466)]
864,CHEMBL561,[np.float32(4.8433146)]
865,CHEMBL19236,[np.float32(4.780986)]
866,CHEMBL3707348,[np.float32(4.7741714)]
867,CHEMBL1908377,[np.float32(4.639468)]
868,CHEMBL305906,[np.float32(4.2968035)]
869,CHEMBL1539,[np.float32(4.1362143)]
870,CHEMBL1208,[np.float32(3.84663)]
871,CHEMBL468,[np.float32(3.7700431)]
872,CHEMBL239243,[np.float32(3.2576196)]
873,CHEMBL71595,[np.float32(-4.281592)]
874,CHEMBL1200945,[np.float32(nan)]
875,CHEMBL1201752,[np.float32(7.4355736)]
876,CHEMBL3989559,[np.float32(nan)]
877,CHEMBL207538,[np.float32(8.046688)]
878,CHEMBL1200865,[np.float32(7.0812454)]
879,CHEMBL15245,[np.float32(6.686294)]
880,CHEMBL563,[np.float32(6.6535177)]
881,CHEMBL1888176,[np.float32(6.6370115)]
882,CHEMBL1201027,[np.float32(6.4211144)]
883,CHEMBL1237065,[np.float32(6.3832674)]
884,CHEMBL400599,[np.float32(6.34693)]
885,CHEMBL3989922,[np.float32(6.225643)]
886,CHEMBL1201286,[np.float32(6.2252836)]
887,CHEMBL1550,[np.float32(6.1030493)]
888,CHEMBL1175,[np.float32(6.037038)]
889,CHEMBL15870,[np.float32(5.9180827)]
890,CHEMBL1201066,[np.float32(5.7650843)]
891,CHEMBL1331216,[np.float32(5.5984063)]
892,CHEMBL1106,[np.float32(5.4611278)]
893,CHEMBL91,[np.float32(5.36522)]
894,CHEMBL126,[np.float32(5.3220773)]
895,CHEMBL221959,[np.float32(5.31134)]
896,CHEMBL1697760,[np.float32(5.307414)]
897,CHEMBL1488,[np.float32(5.2950544)]
898,CHEMBL13,[np.float32(5.260739)]
899,CHEMBL349803,[np.float32(5.1609836)]
900,CHEMBL820,[np.float32(5.0456357)]
901,CHEMBL3,[np.float32(4.8904777)]
902,CHEMBL2107062,[np.float32(4.8890195)]
903,CHEMBL1700,[np.float32(4.8026013)]
904,CHEMBL844,[np.float32(4.668588)]
905,CHEMBL302795,[np.float32(4.346988)]
906,CHEMBL2355839,[np.float32(4.1976433)]
907,CHEMBL1201293,[np.float32(4.051762)]
908,CHEMBL617,[np.float32(3.8901858)]
909,CHEMBL996,[np.float32(3.8481607)]
910,CHEMBL435966,[np.float32(3.651347)]
911,CHEMBL2146140,[np.float32(nan)]
912,CHEMBL766,[np.float32(5.625322)]
913,CHEMBL1908919,[np.float32(5.052828)]
914,CHEMBL700,[np.float32(3.6719196)]
915,CHEMBL1435,[np.float32(3.0164564)]
916,CHEMBL149972,[np.float32(nan)]
917,CHEMBL2178422,[np.float32(6.5866647)]
918,CHEMBL1297,[np.float32(6.496842)]
919,CHEMBL1096979,[np.float32(6.345846)]
920,CHEMBL3989830,[np.float32(6.321411)]
921,CHEMBL975,[np.float32(nan)]
922,CHEMBL1010,[np.float32(nan)]
923,CHEMBL493,[np.float32(8.142946)]
924,CHEMBL1627367,[np.float32(7.635401)]
925,CHEMBL923,[np.float32(7.39312)]
926,CHEMBL135,[np.float32(7.3169885)]
927,CHEMBL100116,[np.float32(6.921021)]
928,CHEMBL1201013,[np.float32(nan)]
929,CHEMBL1201138,[np.float32(nan)]
930,CHEMBL1626570,[np.float32(7.189687)]
931,CHEMBL1200963,[np.float32(7.083016)]
932,CHEMBL1200790,[np.float32(7.014604)]
933,CHEMBL1684,[np.float32(6.8191867)]
934,CHEMBL267894,[np.float32(6.710153)]
935,CHEMBL3989958,[np.float32(6.6422353)]
936,CHEMBL1222250,[np.float32(6.6178155)]
937,CHEMBL141305,[np.float32(6.4648194)]
938,CHEMBL2105002,[np.float32(6.4444795)]
939,CHEMBL2110900,[np.float32(6.351681)]
940,CHEMBL926,[np.float32(6.2260385)]
941,CHEMBL1477036,[np.float32(6.1862264)]
942,CHEMBL1201864,[np.float32(6.127495)]
943,CHEMBL4594301,[np.float32(5.9570785)]
944,CHEMBL1908391,[np.float32(5.9542685)]
945,CHEMBL3989861,[np.float32(5.9474864)]
946,CHEMBL661,[np.float32(5.9207115)]
947,CHEMBL1719,[np.float32(5.9052544)]
948,CHEMBL3544974,[np.float32(5.9036245)]
949,CHEMBL559,[np.float32(5.8927426)]
950,CHEMBL1522,[np.float32(5.860757)]
951,CHEMBL1108,[np.float32(5.791009)]
952,CHEMBL1987462,[np.float32(5.7515736)]
953,CHEMBL315838,[np.float32(5.722543)]
954,CHEMBL1086,[np.float32(5.674501)]
955,CHEMBL939,[np.float32(5.6689544)]
956,CHEMBL1200781,[np.float32(5.59311)]
957,CHEMBL314854,[np.float32(5.5896306)]
958,CHEMBL1200418,[np.float32(5.570712)]
959,CHEMBL623,[np.float32(5.470846)]
960,CHEMBL2364637,[np.float32(5.3889728)]
961,CHEMBL811,[np.float32(5.2384286)]
962,CHEMBL3989402,[np.float32(5.2281504)]
963,CHEMBL12610,[np.float32(5.1939774)]
964,CHEMBL2146146,[np.float32(5.155267)]
965,CHEMBL1200940,[np.float32(5.143284)]
966,CHEMBL1200604,[np.float32(5.1086903)]
967,CHEMBL1596,[np.float32(5.0830264)]
968,CHEMBL593,[np.float32(5.059919)]
969,CHEMBL2105420,[np.float32(5.0374575)]
970,CHEMBL1200397,[np.float32(5.0336895)]
971,CHEMBL583,[np.float32(5.023638)]
972,CHEMBL1738,[np.float32(4.960829)]
973,CHEMBL215645,[np.float32(4.9348636)]
974,CHEMBL1214,[np.float32(4.8768816)]
975,CHEMBL2364608,[np.float32(4.8692985)]
976,CHEMBL1569487,[np.float32(4.805861)]
977,CHEMBL1728,[np.float32(4.795051)]
978,CHEMBL1342,[np.float32(4.7852755)]
979,CHEMBL2095211,[np.float32(4.778665)]
980,CHEMBL101,[np.float32(4.7565393)]
981,CHEMBL420,[np.float32(4.732662)]
982,CHEMBL1199307,[np.float32(4.7224817)]
983,CHEMBL1795071,[np.float32(4.6836357)]
984,CHEMBL5314375,[np.float32(4.6047897)]
985,CHEMBL1200370,[np.float32(4.5204835)]
986,CHEMBL301265,[np.float32(4.44378)]
987,CHEMBL599,[np.float32(4.4297285)]
988,CHEMBL1200485,[np.float32(4.4157553)]
989,CHEMBL2023895,[np.float32(4.4110126)]
990,CHEMBL3989962,[np.float32(4.366866)]
991,CHEMBL211471,[np.float32(4.2846985)]
992,CHEMBL1410,[np.float32(4.1109037)]
993,CHEMBL404,[np.float32(4.050283)]
994,CHEMBL2106483,[np.float32(4.0017977)]
995,CHEMBL720,[np.float32(3.9786546)]
996,CHEMBL1201125,[np.float32(3.9461632)]
997,CHEMBL1200819,[np.float32(3.7114706)]
998,CHEMBL1672,[np.float32(3.5708413)]
999,CHEMBL572,[np.float32(3.131745)]
1000,CHEMBL20,[np.float32(2.899515)]
1001,CHEMBL354077,[np.float32(2.8591313)]
1002,CHEMBL614,[np.float32(2.5387266)]
1003,CHEMBL734,[np.float32(2.1553912)]
1004,CHEMBL1187,[np.float32(-14.394666)]
1005,CHEMBL2107253,[np.float32(nan)]
1006,CHEMBL1200342,[np.float32(7.922368)]
1007,CHEMBL2105722,[np.float32(7.8963623)]
1008,CHEMBL1200877,[np.float32(7.8788605)]
1009,CHEMBL15023,[np.float32(7.680621)]
1010,CHEMBL1441059,[np.float32(7.483125)]
1011,CHEMBL1200592,[np.float32(7.447949)]
1012,CHEMBL3306803,[np.float32(7.167484)]
1013,CHEMBL871,[np.float32(6.979668)]
1014,CHEMBL584,[np.float32(6.950662)]
1015,CHEMBL4204794,[np.float32(6.9185615)]
1016,CHEMBL514446,[np.float32(6.748596)]
1017,CHEMBL1754,[np.float32(6.6911907)]
1018,CHEMBL1201770,[np.float32(6.6459785)]
1019,CHEMBL1200661,[np.float32(6.521583)]
1020,CHEMBL1738990,[np.float32(6.4558907)]
1021,CHEMBL1259059,[np.float32(6.407177)]
1022,CHEMBL15677,[np.float32(6.387871)]
1023,CHEMBL924,[np.float32(6.3339744)]
1024,CHEMBL188952,[np.float32(6.076146)]
1025,CHEMBL3989509,[np.float32(5.974302)]
1026,CHEMBL499,[np.float32(5.971351)]
1027,CHEMBL1200703,[np.float32(5.9684324)]
1028,CHEMBL1652,[np.float32(5.881124)]
1029,CHEMBL1237122,[np.float32(5.8588076)]
1030,CHEMBL1334033,[np.float32(5.691316)]
1031,CHEMBL1534525,[np.float32(5.6823797)]
1032,CHEMBL1201047,[np.float32(5.6491337)]
1033,CHEMBL3989885,[np.float32(5.5822144)]
1034,CHEMBL1200831,[np.float32(5.5794206)]
1035,CHEMBL1388,[np.float32(5.4757853)]
1036,CHEMBL1201141,[np.float32(5.4334817)]
1037,CHEMBL444,[np.float32(5.3826637)]
1038,CHEMBL2103875,[np.float32(5.376436)]
1039,CHEMBL2358147,[np.float32(5.282849)]
1040,CHEMBL1200597,[np.float32(5.2769723)]
1041,CHEMBL1184360,[np.float32(5.0845523)]
1042,CHEMBL1200393,[np.float32(5.039228)]
1043,CHEMBL2360580,[np.float32(4.7189994)]
1044,CHEMBL8,[np.float32(4.6994386)]
1045,CHEMBL1201117,[np.float32(4.684557)]
1046,CHEMBL1769,[np.float32(4.5633936)]
1047,CHEMBL3546271,[np.float32(4.543969)]
1048,CHEMBL2105712,[np.float32(4.5145345)]
1049,CHEMBL346235,[np.float32(4.378125)]
1050,CHEMBL6466,[np.float32(4.004902)]
1051,CHEMBL919,[np.float32(nan)]
1052,CHEMBL1200424,[np.float32(nan)]
1053,CHEMBL1201010,[np.float32(8.133416)]
1054,CHEMBL1364144,[np.float32(7.775729)]
1055,CHEMBL1200909,[np.float32(7.5495243)]
1056,CHEMBL2104489,[np.float32(7.2587113)]
1057,CHEMBL1200335,[np.float32(7.113468)]
1058,CHEMBL1742424,[np.float32(6.983906)]
1059,CHEMBL1421,[np.float32(6.9718866)]
1060,CHEMBL3181957,[np.float32(6.864531)]
1061,CHEMBL451,[np.float32(6.5409775)]
1062,CHEMBL3545110,[np.float32(6.268944)]
1063,CHEMBL1909288,[np.float32(6.2320232)]
1064,CHEMBL677,[np.float32(6.1818495)]
1065,CHEMBL1868702,[np.float32(6.113563)]
1066,CHEMBL1200922,[np.float32(6.0985365)]
1067,CHEMBL712,[np.float32(5.9812293)]
1068,CHEMBL4297064,[np.float32(5.9550233)]
1069,CHEMBL3301670,[np.float32(5.8990116)]
1070,CHEMBL1256400,[np.float32(5.855054)]
1071,CHEMBL1256842,[np.float32(5.823843)]
1072,CHEMBL420762,[np.float32(5.6375575)]
1073,CHEMBL204656,[np.float32(5.5774674)]
1074,CHEMBL190677,[np.float32(5.5292068)]
1075,CHEMBL3989523,[np.float32(5.510876)]
1076,CHEMBL1200948,[np.float32(5.506152)]
1077,CHEMBL128,[np.float32(5.3990746)]
1078,CHEMBL16476,[np.float32(5.3868923)]
1079,CHEMBL338975,[np.float32(5.376903)]
1080,CHEMBL972,[np.float32(5.318673)]
1081,CHEMBL1200,[np.float32(5.297996)]
1082,CHEMBL1201068,[np.float32(5.26788)]
1083,CHEMBL89598,[np.float32(5.2244477)]
1084,CHEMBL56367,[np.float32(5.0227942)]
1085,CHEMBL3286830,[np.float32(5.000885)]
1086,CHEMBL509,[np.float32(4.991924)]
1087,CHEMBL3184437,[np.float32(4.760059)]
1088,CHEMBL1558,[np.float32(4.638494)]
1089,CHEMBL1200778,[np.float32(4.604068)]
1090,CHEMBL1200621,[np.float32(4.4949627)]
1091,CHEMBL2355333,[np.float32(4.4195757)]
1092,CHEMBL317052,[np.float32(4.3447895)]
1093,CHEMBL196,[np.float32(4.212865)]
1094,CHEMBL1201774,[np.float32(4.034189)]
1095,CHEMBL1525826,[np.float32(3.9825072)]
1096,CHEMBL1242,[np.float32(3.457921)]
1097,CHEMBL1200463,[np.float32(nan)]
1098,CHEMBL1200769,[np.float32(4.9954047)]
1099,CHEMBL515914,[np.float32(4.9599576)]
1100,CHEMBL1801800,[np.float32(4.7351236)]
1101,CHEMBL2105827,[np.float32(4.5785227)]
1102,CHEMBL1200464,[np.float32(4.550767)]
1103,CHEMBL1201208,[np.float32(4.541457)]
1104,CHEMBL1909286,[np.float32(4.3306575)]
1105,CHEMBL1185568,[np.float32(4.292408)]
1106,CHEMBL1345,[np.float32(4.241241)]
1107,CHEMBL1677,[np.float32(4.0068426)]
1108,CHEMBL1200695,[np.float32(3.9623)]
1109,CHEMBL1200366,[np.float32(3.7331247)]
1110,CHEMBL1528839,[np.float32(3.6351333)]
1111,CHEMBL2106318,[np.float32(nan)]
1112,CHEMBL2105023,[np.float32(nan)]
1113,CHEMBL4594393,[np.float32(nan)]
1114,CHEMBL1201050,[np.float32(nan)]
1115,CHEMBL1200699,[np.float32(7.7348266)]
1116,CHEMBL2110731,[np.float32(7.6169686)]
1117,CHEMBL115,[np.float32(7.4782662)]
1118,CHEMBL58,[np.float32(7.1943164)]
1119,CHEMBL1257073,[np.float32(6.885255)]
