,chembl_id,Predicted_Value
0,CHEMBL3301603,[np.float32(8.891777)]
1,CHEMBL1088977,[np.float32(7.537722)]
2,CHEMBL1750,[np.float32(7.2668715)]
3,CHEMBL2218878,[np.float32(7.1885242)]
4,CHEMBL3348963,[np.float32(7.1353893)]
5,CHEMBL3989695,[np.float32(6.97351)]
6,CHEMBL1619,[np.float32(6.905672)]
7,CHEMBL1167,[np.float32(6.6144476)]
8,CHEMBL278623,[np.float32(6.5715756)]
9,CHEMBL1753,[np.float32(6.3678656)]
10,CHEMBL1349,[np.float32(6.146802)]
