,chembl_id,Predicted_Value
0,CHEMBL3301603,[np.float32(10.77445)]
1,CHEMBL1753,[np.float32(7.3985686)]
2,CHEMBL1200635,[np.float32(6.5279536)]
3,CHEMBL3348963,[np.float32(6.376615)]
4,CHEMBL2040682,[np.float32(6.3456235)]
5,CHEMBL1201244,[np.float32(6.1441545)]
6,CHEMBL1750,[np.float32(5.312754)]
7,CHEMBL2218878,[np.float32(5.1731815)]
8,CHEMBL243712,[np.float32(4.8548346)]
9,CHEMBL1201162,[np.float32(4.788584)]
10,CHEMBL3218576,[np.float32(4.6475673)]
