,chembl_id,Predicted_Value
0,CHEMBL4303454,[6.483579]
1,CHEMBL1200635,[6.2385273]
2,CHEMBL2107067,[5.975186]
3,CHEMBL492,[5.768978]
4,CHEMBL878,[5.024636]
5,CHEMBL1529,[4.085992]
6,CHEMBL5315118,[3.448734]
7,CHEMBL730,[3.1568189]
8,CHEMBL1200968,[nan]
9,CHEMBL1371200,[nan]
10,CHEMBL1200487,[nan]
