,chembl_id,Predicted_Value
0,CHEMBL1624,[np.float32(7.682719)]
1,CHEMBL559,[np.float32(7.6716547)]
2,CHEMBL3989933,[np.float32(6.7378364)]
3,CHEMBL1201327,[np.float32(6.7078786)]
4,CHEMBL2364607,[np.float32(6.664458)]
5,CHEMBL3989511,[np.float32(6.5087504)]
6,CHEMBL3989523,[np.float32(6.5047216)]
7,CHEMBL2364629,[np.float32(6.412818)]
8,CHEMBL5315055,[np.float32(6.33625)]
9,CHEMBL3544986,[np.float32(6.3038526)]
10,CHEMBL3989543,[np.float32(6.3038473)]
