0,CHEMBL493,1.00,7.804625
1,CHEMBL4297066,1.00,7.669139
2,CHEMBL1200503,1.00,7.863023
3,CHEMBL1668,1.00,7.762681
4,CHEMBL1200722,1.00,7.769046
5,CHEMBL772,1.00,7.604386
6,CHEMBL2105891,1.00,7.545276
7,CHEMBL1200648,0.96,7.574692
8,CHEMBL1737,0.94,7.557590
9,CHEMBL1201206,0.56,7.422963
