ChEMBL ID,Frequency,Avg Predicted Value
CHEMBL4594350,1.0,8.107098729130287
CHEMBL3707183,1.0,7.518294513821342
CHEMBL2359966,1.0,7.517756166515076
CHEMBL2361370,1.0,7.45555068947746
CHEMBL4297091,1.0,7.440577464075289
CHEMBL3989958,1.0,7.395829223325024
CHEMBL3187985,0.9199999999999999,7.29589923883135
CHEMBL2103744,0.8999999999999999,7.248272494482842
CHEMBL4535757,0.5800000000000001,7.175547199355456
CHEMBL3183409,0.5800000000000001,7.191382043830088
