,chembl_id,Predicted_Value
0,CHEMBL3184143,[np.float32(6.4925933)]
1,CHEMBL3989933,[np.float32(6.4899025)]
2,CHEMBL588,[np.float32(6.408213)]
3,CHEMBL1200941,[np.float32(6.353948)]
4,CHEMBL1624,[np.float32(6.3024254)]
5,CHEMBL559,[np.float32(6.2928147)]
6,CHEMBL3989511,[np.float32(6.2682376)]
7,CHEMBL3989523,[np.float32(6.263225)]
8,CHEMBL550495,[np.float32(6.2605357)]
9,CHEMBL1588,[np.float32(6.2267113)]
