ChEMBL ID,Frequency,Avg Predicted Value
CHEMBL2359966,1.0,7.783849165792949
CHEMBL4297091,1.0,7.455368741540783
CHEMBL4594350,1.0,7.638320232277399
CHEMBL3187985,1.0,7.412509302000077
CHEMBL3707183,1.0,7.783849165792949
CHEMBL2103744,0.94,7.352098154706764
CHEMBL2361370,0.94,7.413044871738002
CHEMBL3989958,0.9199999999999999,7.355086237132962
CHEMBL1280,0.68,7.236307376674083
CHEMBL3039508,0.38,7.172526089968334
