ChEMBL ID,Frequency,Avg Predicted Value
CHEMBL186,1.0,7.560583672313528
CHEMBL1200962,1.0,7.563626799697784
CHEMBL1201163,0.98,7.17339856304644
CHEMBL3187246,0.8599999999999999,7.259904943281607
CHEMBL658,0.72,7.0408322787311945
CHEMBL2105458,0.7000000000000001,7.039106467127779
CHEMBL534,0.56,7.023874215586297
CHEMBL2364629,0.52,7.065957400092838
CHEMBL4594293,0.4,6.963268857204191
CHEMBL1633,0.4,7.014363909549632
